id,Clean ID ,Geographic Area Name,Total,Total MOE,TOTAL WHITE ALONE,TOTAL BLACK ,TOTAL NATIVE AMERICAN,TOTAL ASIAN ,NATIVE HAWAIIAN PACIFIC ISLANDER,OTHER RACE,TWO OR MORE ,LATINO,White Percentage,Black Percentage,Native American Percentage,Asian Pecentage,Native Hawaiian PI percentage,Latino Percentage 
1400000US06053010608,6053010608,"Census Tract 106.08, Monterey County, California",3227,328,197,69,1,208,0,0,25,2727,6.104741246,2.138208863,0.030988534,6.445615122,0,84.50573288
1400000US06053010701,6053010701,"Census Tract 107.01, Monterey County, California",6464,402,4567,1,0,455,56,0,182,1203,70.65284653,0.015470297,0,7.038985149,0.866336634,18.61076733
1400000US06053010702,6053010702,"Census Tract 107.02, Monterey County, California",3266,246,2669,0,0,82,0,6,37,472,81.72075934,0,0,2.510716473,0,14.45192897
1400000US06053010804,6053010804,"Census Tract 108.04, Monterey County, California",5469,453,367,2,9,0,33,0,0,5058,6.710550375,0.036569757,0.164563906,0,0.603400987,92.48491498
1400000US06053010900,6053010900,"Census Tract 109, Monterey County, California",8821,676,1865,2417,72,308,92,0,276,3791,21.14272758,27.40052148,0.816233987,3.491667611,1.04296565,42.97698674
1400000US06053011000,6053011000,"Census Tract 110, Monterey County, California",5844,671,4735,46,0,41,0,0,124,898,81.02327173,0.787132101,0,0.701574264,0,15.36618754
1400000US06053011101,6053011101,"Census Tract 111.01, Monterey County, California",5924,709,579,0,14,16,0,0,68,5247,9.773801485,0,0.236326806,0.270087779,0,88.57191087
1400000US06053011102,6053011102,"Census Tract 111.02, Monterey County, California",12388,845,1326,0,0,125,0,0,296,10641,10.70390701,0,0,1.009041007,0,85.89764288
1400000US06053011202,6053011202,"Census Tract 112.02, Monterey County, California",7263,540,730,130,0,30,0,14,140,6219,10.05094314,1.789893983,0,0.413052458,0,85.62577447
1400000US06053011203,6053011203,"Census Tract 112.03, Monterey County, California",6986,627,237,22,0,104,0,19,7,6597,3.392499284,0.314915545,0,1.488691669,0,94.43172058
1400000US06053011204,6053011204,"Census Tract 112.04, Monterey County, California",3749,385,211,23,0,5,0,0,0,3510,5.628167511,0.613496933,0,0.133368898,0,93.62496666
1400000US06053011302,6053011302,"Census Tract 113.02, Monterey County, California",5933,632,584,0,0,0,0,0,180,5169,9.843249621,0,0,0,0,87.12287207
1400000US06053011303,6053011303,"Census Tract 113.03, Monterey County, California",4175,586,1701,1,0,10,0,0,112,2351,40.74251497,0.023952096,0,0.239520958,0,56.31137725
1400000US06053011304,6053011304,"Census Tract 113.04, Monterey County, California",7595,647,405,143,0,231,0,0,5,6811,5.332455563,1.882817643,0,3.041474654,0,89.67741935
1400000US06053011400,6053011400,"Census Tract 114, Monterey County, California",4462,1369,2684,169,7,155,0,0,174,1273,60.15239803,3.78753922,0.156880323,3.473778575,0,28.52980726
1400000US06053011502,6053011502,"Census Tract 115.02, Monterey County, California",1987,423,1193,30,0,14,16,0,10,724,60.0402617,1.50981379,0,0.704579768,0.805234021,36.43683946
1400000US06053011602,6053011602,"Census Tract 116.02, Monterey County, California",5991,501,4863,3,35,265,178,0,312,335,81.17175764,0.050075113,0.584209648,4.423301619,2.971123352,5.591720915
1400000US06053011604,6053011604,"Census Tract 116.04, Monterey County, California",2087,255,1718,21,0,49,17,0,30,252,82.31911835,1.006229037,0,2.347867753,0.814566363,12.07474844
1400000US06053011700,6053011700,"Census Tract 117, Monterey County, California",3852,381,3097,8,0,310,11,0,29,397,80.39979232,0.20768432,0,8.047767394,0.28556594,10.30633437
1400000US06053011801,6053011801,"Census Tract 118.01, Monterey County, California",2125,259,1802,1,0,131,0,0,110,81,84.8,0.047058824,0,6.164705882,0,3.811764706
1400000US06053011802,6053011802,"Census Tract 118.02, Monterey County, California",1705,257,1416,1,0,64,0,0,0,224,83.04985337,0.058651026,0,3.753665689,0,13.13782991
1400000US06053011900,6053011900,"Census Tract 119, Monterey County, California",3991,390,2978,58,0,522,0,0,97,336,74.61789025,1.453269857,0,13.07942871,0,8.418942621
1400000US06053012000,6053012000,"Census Tract 120, Monterey County, California",4074,250,2971,22,0,313,0,0,165,603,72.92587138,0.540009818,0,7.682866961,0,14.8011782
1400000US06053012100,6053012100,"Census Tract 121, Monterey County, California",2113,134,1561,17,0,139,0,0,115,281,73.87600568,0.804543303,0,6.578324657,0,13.29862754
1400000US06053012200,6053012200,"Census Tract 122, Monterey County, California",2755,237,2289,49,0,33,0,0,121,263,83.08529946,1.778584392,0,1.197822142,0,9.546279492
1400000US06053012302,6053012302,"Census Tract 123.02, Monterey County, California",2072,180,1752,22,19,80,0,0,49,150,84.55598456,1.061776062,0.916988417,3.861003861,0,7.239382239
1400000US06053012401,6053012401,"Census Tract 124.01, Monterey County, California",1667,158,1397,9,6,85,0,0,84,86,83.80323935,0.539892022,0.359928014,5.098980204,0,5.158968206
1400000US06053012402,6053012402,"Census Tract 124.02, Monterey County, California",2841,247,2305,24,0,202,0,0,171,139,81.13340373,0.844772967,0,7.110172474,0,4.892643435
1400000US06053012502,6053012502,"Census Tract 125.02, Monterey County, California",4894,442,3439,228,0,284,0,0,144,799,70.26971802,4.658765836,0,5.803024111,0,16.32611361
1400000US06053012600,6053012600,"Census Tract 126, Monterey County, California",2366,463,1504,92,18,167,0,0,229,356,63.56720203,3.888419273,0.760777684,7.058326289,0,15.04649197
1400000US06053012700,6053012700,"Census Tract 127, Monterey County, California",3472,413,2268,365,19,164,0,45,246,365,65.32258065,10.51267281,0.547235023,4.723502304,0,10.51267281
1400000US06053012800,6053012800,"Census Tract 128, Monterey County, California",4881,532,4062,19,0,320,0,0,133,347,83.22065151,0.389264495,0,6.5560336,0,7.109198935
1400000US06053013000,6053013000,"Census Tract 130, Monterey County, California",3379,298,2045,76,16,544,24,8,63,603,60.52086416,2.24918615,0.473512874,16.0994377,0.71026931,17.84551642
1400000US06053013100,6053013100,"Census Tract 131, Monterey County, California",2200,264,1431,128,0,287,0,0,136,218,65.04545455,5.818181818,0,13.04545455,0,9.909090909
1400000US06053013200,6053013200,"Census Tract 132, Monterey County, California",4176,330,3326,51,25,402,0,0,72,300,79.64559387,1.221264368,0.598659004,9.626436782,0,7.183908046
1400000US06053013300,6053013300,"Census Tract 133, Monterey County, California",6199,637,3240,152,0,455,23,15,359,1955,52.2664946,2.452008388,0,7.339893531,0.371027585,31.53734473
1400000US06053013400,6053013400,"Census Tract 134, Monterey County, California",1525,145,1099,58,0,104,5,0,69,190,72.06557377,3.803278689,0,6.819672131,0.327868852,12.45901639
1400000US06053013500,6053013500,"Census Tract 135, Monterey County, California",5029,533,1721,840,13,492,156,0,238,1569,34.22151521,16.70312189,0.258500696,9.783257109,3.102008352,31.19904554
1400000US06053013600,6053013600,"Census Tract 136, Monterey County, California",4679,431,1391,143,18,339,9,0,233,2546,29.72857448,3.056208592,0.384697585,7.24513785,0.192348792,54.41333618
1400000US06053013700,6053013700,"Census Tract 137, Monterey County, California",4325,398,751,158,0,591,49,0,47,2729,17.36416185,3.653179191,0,13.66473988,1.132947977,63.0982659
1400000US06053013800,6053013800,"Census Tract 138, Monterey County, California",6200,489,1255,492,0,838,393,0,282,2940,20.24193548,7.935483871,0,13.51612903,6.338709677,47.41935484
1400000US06053013900,6053013900,"Census Tract 139, Monterey County, California",2362,255,963,69,0,168,124,0,201,837,40.77053345,2.921253175,0,7.112616427,5.249788315,35.43607113
1400000US06053014000,6053014000,"Census Tract 140, Monterey County, California",2427,211,810,100,13,224,10,17,101,1152,33.37453646,4.120313144,0.535640709,9.229501442,0.412031314,47.46600742
1400000US06053014102,6053014102,"Census Tract 141.02, Monterey County, California",3399,371,1045,392,0,505,77,15,257,1108,30.74433657,11.53280377,0,14.85731097,2.265372168,32.59782289
1400000US06053014104,6053014104,"Census Tract 141.04, Monterey County, California",1892,291,711,102,0,125,0,0,133,821,37.57928118,5.391120507,0,6.606765328,0,43.39323467
1400000US06053014105,6053014105,"Census Tract 141.05, Monterey County, California",3461,387,1864,94,0,249,0,0,282,972,53.85726669,2.715978041,0,7.19445247,0,28.08436868
1400000US06053014107,6053014107,"Census Tract 141.07, Monterey County, California",8240,616,3831,491,17,653,137,71,751,2289,46.49271845,5.958737864,0.20631068,7.924757282,1.662621359,27.77912621
1400000US06053014201,6053014201,"Census Tract 142.01, Monterey County, California",5414,439,1828,217,2,941,54,0,643,1729,33.76431474,4.008127078,0.036941263,17.38086443,0.997414112,31.9357222
1400000US06053014202,6053014202,"Census Tract 142.02, Monterey County, California",4411,350,1794,214,0,930,34,0,297,1142,40.67104965,4.851507595,0,21.0836545,0.770800272,25.8898209
1400000US06053014301,6053014301,"Census Tract 143.01, Monterey County, California",3561,449,1259,338,0,722,18,10,232,982,35.35523729,9.49171581,0,20.27520359,0.50547599,27.57652345
1400000US06053014302,6053014302,"Census Tract 143.02, Monterey County, California",4471,360,1629,203,33,428,158,0,460,1560,36.43480206,4.540371282,0.738089913,9.572802505,3.533885037,34.89152315
1400000US06053014500,6053014500,"Census Tract 145, Monterey County, California",4474,481,1501,44,3,342,0,0,130,2454,33.54939651,0.983459991,0.06705409,7.644166294,0,54.85024586
1400000US06053014601,6053014601,"Census Tract 146.01, Monterey County, California",4980,595,1075,0,0,36,0,0,126,3743,21.58634538,0,0,0.722891566,0,75.16064257
1400000US06053014700,6053014700,"Census Tract 147, Monterey County, California",7873,832,2110,198,0,469,0,0,245,4851,26.80045726,2.514924425,0,5.957068462,0,61.61564842
1400000US06053014800,6053014800,"Census Tract 148, Monterey County, California",6527,587,352,29,10,270,0,6,20,5840,5.392982994,0.444308258,0.153209744,4.136663092,0,89.47449058
1400000US06053980000,6053980000,"Census Tract 9800, Monterey County, California",0,12,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1400000US06053990000,6053990000,"Census Tract 9900, Monterey County, California",0,12,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1400000US06055200201,6055200201,"Census Tract 2002.01, Napa County, California",3528,392,1998,20,0,33,0,0,0,1477,56.63265306,0.566893424,0,0.93537415,0,41.86507937
1400000US06055200202,6055200202,"Census Tract 2002.02, Napa County, California",2461,290,1259,77,0,51,24,0,36,1014,51.15806583,3.128809427,0,2.072328322,0.975213328,41.2027631
1400000US06055200203,6055200203,"Census Tract 2002.03, Napa County, California",2231,219,980,6,0,0,0,35,119,1091,43.92649036,0.268937696,0,0,0,48.90183774
1400000US06055200301,6055200301,"Census Tract 2003.01, Napa County, California",6037,632,2404,21,0,170,0,0,119,3323,39.8211032,0.347854895,0,2.815968196,0,55.04389597
1400000US06055200302,6055200302,"Census Tract 2003.02, Napa County, California",2755,221,1363,30,0,205,0,4,80,1073,49.47368421,1.08892922,0,7.441016334,0,38.94736842
1400000US06055200400,6055200400,"Census Tract 2004, Napa County, California",3747,296,2820,13,0,81,0,0,161,672,75.26020817,0.346944222,0,2.161729384,0,17.93434748
1400000US06055200501,6055200501,"Census Tract 2005.01, Napa County, California",5011,517,1669,0,66,40,0,63,66,3107,33.3067252,0,1.317102375,0.798243864,0,62.0035921
1400000US06055200503,6055200503,"Census Tract 2005.03, Napa County, California",1706,218,887,9,15,31,0,0,20,744,51.992966,0.527549824,0.879249707,1.817116061,0,43.61078546
1400000US06055200504,6055200504,"Census Tract 2005.04, Napa County, California",6064,646,2519,13,32,341,0,0,256,2903,41.54023747,0.214379947,0.527704485,5.623350923,0,47.87269129
1400000US06055200505,6055200505,"Census Tract 2005.05, Napa County, California",2583,290,1043,16,0,303,0,5,67,1149,40.37940379,0.619434766,0,11.73054588,0,44.48315912
1400000US06055200601,6055200601,"Census Tract 2006.01, Napa County, California",5633,348,2986,4,0,179,0,8,138,2318,53.00905379,0.071010119,0,3.177702823,0,41.15036393
1400000US06055200602,6055200602,"Census Tract 2006.02, Napa County, California",4124,322,2524,7,0,137,0,0,34,1422,61.20271581,0.169738118,0,3.322017459,0,34.48108632
1400000US06055200703,6055200703,"Census Tract 2007.03, Napa County, California",2860,246,2544,73,8,57,0,0,58,120,88.95104895,2.552447552,0.27972028,1.993006993,0,4.195804196
1400000US06055200704,6055200704,"Census Tract 2007.04, Napa County, California",5312,359,2730,9,1,108,34,0,152,2278,51.39307229,0.169427711,0.018825301,2.03313253,0.640060241,42.88403614
1400000US06055200705,6055200705,"Census Tract 2007.05, Napa County, California",3017,223,1603,82,23,81,0,45,82,1101,53.13225058,2.71793172,0.762346702,2.684786211,0,36.49320517
1400000US06055200706,6055200706,"Census Tract 2007.06, Napa County, California",3213,198,2216,0,0,156,0,5,17,819,68.96981015,0,0,4.855275444,0,25.49019608
1400000US06055200707,6055200707,"Census Tract 2007.07, Napa County, California",3240,305,2251,25,0,55,0,10,81,818,69.47530864,0.771604938,0,1.697530864,0,25.24691358
1400000US06055200802,6055200802,"Census Tract 2008.02, Napa County, California",6228,505,3141,30,13,207,42,0,236,2559,50.43352601,0.481695568,0.208734746,3.323699422,0.674373796,41.08863198
1400000US06055200803,6055200803,"Census Tract 2008.03, Napa County, California",2133,162,1555,28,0,106,0,0,37,407,72.90201594,1.31270511,0,4.969526489,0,19.08110642
1400000US06055200804,6055200804,"Census Tract 2008.04, Napa County, California",5573,508,1448,0,0,23,5,153,56,3888,25.98241522,0,0,0.412704109,0.089718285,69.76493809
1400000US06055200900,6055200900,"Census Tract 2009, Napa County, California",757,325,384,164,0,48,27,0,3,131,50.72655218,21.66446499,0,6.340819022,3.5667107,17.30515192
1400000US06055201003,6055201003,"Census Tract 2010.03, Napa County, California",5197,323,865,685,0,2433,0,31,322,861,16.64421782,13.18068116,0,46.81547046,0,16.56725034
1400000US06055201004,6055201004,"Census Tract 2010.04, Napa County, California",5980,288,1275,536,0,2135,32,0,255,1747,21.32107023,8.963210702,0,35.70234114,0.535117057,29.21404682
1400000US06055201005,6055201005,"Census Tract 2010.05, Napa County, California",2500,209,658,84,9,798,0,0,185,766,26.32,3.36,0.36,31.92,0,30.64
1400000US06055201006,6055201006,"Census Tract 2010.06, Napa County, California",3314,199,1118,73,3,914,0,0,94,1112,33.73566687,2.202776101,0.090525045,27.57996379,0,33.55461678
1400000US06055201007,6055201007,"Census Tract 2010.07, Napa County, California",4058,351,958,160,115,1180,87,20,247,1291,23.60768852,3.94282898,2.833908329,29.07836373,2.143913258,31.81370133
1400000US06055201101,6055201101,"Census Tract 2011.01, Napa County, California",2054,121,1599,3,0,52,0,0,25,375,77.84810127,0.146056475,0,2.53164557,0,18.2570594
1400000US06055201102,6055201102,"Census Tract 2011.02, Napa County, California",1904,277,1535,0,74,103,0,0,20,172,80.6197479,0,3.886554622,5.409663866,0,9.033613445
1400000US06055201200,6055201200,"Census Tract 2012, Napa County, California",5081,291,3182,0,0,126,0,17,63,1693,62.62546743,0,0,2.479826806,0,33.32021256
1400000US06055201300,6055201300,"Census Tract 2013, Napa County, California",2987,23,2198,75,9,95,0,0,101,509,73.58553733,2.510880482,0.301305658,3.180448611,0,17.04050887
1400000US06055201401,6055201401,"Census Tract 2014.01, Napa County, California",3024,295,2525,98,0,11,0,0,162,228,83.49867725,3.240740741,0,0.363756614,0,7.53968254
1400000US06055201402,6055201402,"Census Tract 2014.02, Napa County, California",2917,236,2719,2,0,38,0,6,20,132,93.21220432,0.068563593,0,1.302708262,0,4.52519712
1400000US06055201403,6055201403,"Census Tract 2014.03, Napa County, California",738,154,567,0,0,20,0,0,12,139,76.82926829,0,0,2.7100271,0,18.83468835
1400000US06055201500,6055201500,"Census Tract 2015, Napa County, California",1846,232,1161,3,0,59,0,87,13,523,62.89274106,0.162513543,0,3.196099675,0,28.33152763
1400000US06055201601,6055201601,"Census Tract 2016.01, Napa County, California",2783,241,1558,17,0,35,0,0,35,1138,55.98275243,0.610851599,0,1.257635645,0,40.89112469
1400000US06055201602,6055201602,"Census Tract 2016.02, Napa County, California",3318,241,2415,79,0,44,0,0,32,748,72.78481013,2.380952381,0,1.32610006,0,22.54370102
1400000US06055201700,6055201700,"Census Tract 2017, Napa County, California",5288,453,3047,291,19,573,15,32,187,1124,57.62102874,5.503025719,0.359304085,10.83585477,0.28366112,21.25567322
1400000US06055201800,6055201800,"Census Tract 2018, Napa County, California",1737,169,1356,47,20,8,0,0,3,303,78.0656304,2.705814623,1.151410478,0.460564191,0,17.44386874
1400000US06055201900,6055201900,"Census Tract 2019, Napa County, California",1413,203,899,0,0,80,0,5,51,378,63.62349611,0,0,5.661712668,0,26.75159236
1400000US06055202000,6055202000,"Census Tract 2020, Napa County, California",5271,15,3251,0,0,80,18,0,31,1891,61.67710112,0,0,1.51773857,0.341491178,35.87554544
1400000US06057000102,6057000102,"Census Tract 1.02, Nevada County, California",7040,441,6078,49,0,36,0,0,427,450,86.33522727,0.696022727,0,0.511363636,0,6.392045455
1400000US06057000103,6057000103,"Census Tract 1.03, Nevada County, California",7787,429,6743,0,0,54,0,0,417,573,86.59303968,0,0,0.693463465,0,7.358417876
1400000US06057000104,6057000104,"Census Tract 1.04, Nevada County, California",3149,255,2749,0,0,42,24,0,62,272,87.29755478,0,0,1.333756748,0.762146713,8.63766275
1400000US06057000105,6057000105,"Census Tract 1.05, Nevada County, California",3143,299,2836,1,43,3,0,0,44,216,90.23226217,0.031816736,1.368119631,0.095450207,0,6.87241489
1400000US06057000200,6057000200,"Census Tract 2, Nevada County, California",2668,278,2378,27,21,5,0,0,111,126,89.13043478,1.011994003,0.787106447,0.187406297,0,4.722638681
1400000US06057000300,6057000300,"Census Tract 3, Nevada County, California",2666,239,2248,11,33,22,0,6,80,266,84.32108027,0.412603151,1.237809452,0.825206302,0,9.977494374
1400000US06057000401,6057000401,"Census Tract 4.01, Nevada County, California",5783,420,5045,1,14,41,0,0,88,594,87.23845755,0.017292063,0.242088881,0.708974581,0,10.27148539
1400000US06057000402,6057000402,"Census Tract 4.02, Nevada County, California",5606,752,5138,141,45,21,0,0,24,237,91.65180164,2.515162326,0.802711381,0.374598644,0,4.227613271
1400000US06057000501,6057000501,"Census Tract 5.01, Nevada County, California",5515,587,4944,6,141,103,0,0,132,189,89.64641886,0.108794198,2.556663645,1.867633726,0,3.427017226
1400000US06057000502,6057000502,"Census Tract 5.02, Nevada County, California",4959,470,3661,0,27,247,0,0,257,767,73.82536802,0,0.54446461,4.980842912,0,15.46682799
1400000US06057000600,6057000600,"Census Tract 6, Nevada County, California",6943,579,5519,46,17,10,0,0,291,1060,79.49013395,0.662537808,0.244850929,0.144029958,0,15.26717557
1400000US06057000701,6057000701,"Census Tract 7.01, Nevada County, California",7334,465,6428,0,55,18,0,0,279,554,87.64657758,0,0.749931824,0.245432233,0,7.55385874
1400000US06057000702,6057000702,"Census Tract 7.02, Nevada County, California",3936,359,3511,20,0,24,3,52,106,220,89.20223577,0.508130081,0,0.609756098,0.076219512,5.589430894
1400000US06057000801,6057000801,"Census Tract 8.01, Nevada County, California",5450,568,4907,43,0,45,0,40,79,336,90.03669725,0.788990826,0,0.825688073,0,6.165137615
1400000US06057000802,6057000802,"Census Tract 8.02, Nevada County, California",6854,497,5427,48,3,32,14,0,499,831,79.18004085,0.70032098,0.043770061,0.466880654,0.204260286,12.12430697
1400000US06057000900,6057000900,"Census Tract 9, Nevada County, California",3754,460,3216,76,5,199,0,0,46,212,85.66862014,2.024507192,0.133191263,5.301012254,0,5.647309536
1400000US06057001203,6057001203,"Census Tract 12.03, Nevada County, California",2538,367,2378,0,9,37,0,0,58,56,93.69582348,0,0.354609929,1.45784082,0,2.206461781
1400000US06057001204,6057001204,"Census Tract 12.04, Nevada County, California",2273,318,2017,0,0,24,17,0,57,158,88.73735152,0,0,1.055873295,0.747910251,6.95116586
1400000US06057001205,6057001205,"Census Tract 12.05, Nevada County, California",5183,422,4885,0,0,29,0,0,24,245,94.25043411,0,0,0.559521513,0,4.72699209
1400000US06057001206,6057001206,"Census Tract 12.06, Nevada County, California",6663,555,4405,9,0,51,66,0,121,2011,66.11136125,0.135074291,0,0.765420982,0.9905448,30.18159988
1400000US06059001101,6059001101,"Census Tract 11.01, Orange County, California",5031,289,1896,90,34,414,0,0,100,2497,37.68634466,1.788908766,0.675809978,8.228980322,0,49.63227986
1400000US06059001102,6059001102,"Census Tract 11.02, Orange County, California",3237,170,1074,115,0,479,0,0,88,1481,33.17886932,3.552672227,0,14.79765215,0,45.75223973
1400000US06059001103,6059001103,"Census Tract 11.03, Orange County, California",4594,426,1192,178,13,514,0,6,16,2675,25.94688724,3.874619068,0.282977797,11.18850675,0,58.22812364
1400000US06059001201,6059001201,"Census Tract 12.01, Orange County, California",5594,314,725,23,30,224,0,28,44,4520,12.96031462,0.411154809,0.536288881,4.004290311,0,80.80085806
1400000US06059001202,6059001202,"Census Tract 12.02, Orange County, California",3662,311,452,0,0,66,0,0,17,3127,12.34298198,0,0,1.802293829,0,85.390497
1400000US06059001301,6059001301,"Census Tract 13.01, Orange County, California",6519,340,1978,48,0,1206,0,0,19,3268,30.34207701,0.73630925,0,18.4997699,0,50.1303881
1400000US06059001303,6059001303,"Census Tract 13.03, Orange County, California",5884,345,1216,110,17,788,0,0,98,3655,20.66621346,1.869476547,0.288919103,13.39225017,0,62.11760707
1400000US06059001304,6059001304,"Census Tract 13.04, Orange County, California",3982,422,575,57,0,326,0,0,42,2982,14.43997991,1.431441487,0,8.186840784,0,74.88699146
1400000US06059001401,6059001401,"Census Tract 14.01, Orange County, California",4495,321,1360,17,8,348,0,0,155,2607,30.25583982,0.378197998,0.177975528,7.741935484,0,57.99777531
1400000US06059001402,6059001402,"Census Tract 14.02, Orange County, California",5023,349,1565,56,28,350,0,0,58,2966,31.15667928,1.114871591,0.557435795,6.967947442,0,59.04837746
1400000US06059001403,6059001403,"Census Tract 14.03, Orange County, California",3023,200,1558,56,0,185,0,31,53,1140,51.53820708,1.852464439,0,6.119748594,0,37.71088323
1400000US06059001404,6059001404,"Census Tract 14.04, Orange County, California",3934,400,572,15,0,128,0,0,30,3189,14.53990849,0.381291307,0,3.253685816,0,81.06253177
1400000US06059001501,6059001501,"Census Tract 15.01, Orange County, California",5792,388,3071,2,0,1292,0,25,108,1294,53.02140884,0.034530387,0,22.30662983,0,22.34116022
1400000US06059001503,6059001503,"Census Tract 15.03, Orange County, California",5049,388,2385,71,49,593,80,5,117,1749,47.23707665,1.406219053,0.970489206,11.74489998,1.584472173,34.64052288
1400000US06059001504,6059001504,"Census Tract 15.04, Orange County, California",4844,376,1469,16,0,495,0,16,93,2755,30.32617671,0.330305533,0,10.21882742,0,56.8744839
1400000US06059001505,6059001505,"Census Tract 15.05, Orange County, California",6931,406,3374,170,0,1281,0,32,365,1709,48.67984418,2.452748521,0,18.4821815,0,24.6573366
1400000US06059001506,6059001506,"Census Tract 15.06, Orange County, California",4286,285,1859,44,0,1156,0,0,52,1175,43.37377508,1.026598227,0,26.97153523,0,27.41483901
1400000US06059001507,6059001507,"Census Tract 15.07, Orange County, California",4745,290,2191,95,0,976,0,0,97,1386,46.17492097,2.002107482,0,20.56902002,0,29.20969442
1400000US06059001601,6059001601,"Census Tract 16.01, Orange County, California",7986,520,3682,121,0,1710,28,18,131,2296,46.10568495,1.515151515,0,21.41247183,0.350613574,28.75031305
1400000US06059001602,6059001602,"Census Tract 16.02, Orange County, California",4924,260,2483,14,18,1581,0,0,148,680,50.42648253,0.28432169,0.365556458,32.10804224,0,13.80991064
1400000US06059001704,6059001704,"Census Tract 17.04, Orange County, California",8256,468,1408,191,26,5693,0,0,235,703,17.05426357,2.313468992,0.314922481,68.95591085,0,8.51501938
1400000US06059001705,6059001705,"Census Tract 17.05, Orange County, California",4002,255,1412,44,36,786,0,0,110,1614,35.28235882,1.099450275,0.899550225,19.64017991,0,40.32983508
1400000US06059001706,6059001706,"Census Tract 17.06, Orange County, California",3648,362,1972,5,0,1180,0,0,162,329,54.05701754,0.137061404,0,32.34649123,0,9.018640351
1400000US06059001707,6059001707,"Census Tract 17.07, Orange County, California",7291,391,999,73,19,4893,0,30,152,1125,13.70182417,1.001234399,0.260595254,67.11013578,0,15.42998217
1400000US06059001708,6059001708,"Census Tract 17.08, Orange County, California",3619,242,1407,0,8,1430,0,0,0,774,38.87814313,0,0.22105554,39.51367781,0,21.38712351
1400000US06059001801,6059001801,"Census Tract 18.01, Orange County, California",5510,437,963,136,31,483,31,26,67,3773,17.47731397,2.468239564,0.56261343,8.765880218,0.56261343,68.47549909
1400000US06059001802,6059001802,"Census Tract 18.02, Orange County, California",7823,727,1127,114,0,832,0,3,129,5618,14.40623802,1.457241467,0,10.63530615,0,71.81388214
1400000US06059001901,6059001901,"Census Tract 19.01, Orange County, California",2552,242,714,51,0,436,8,0,36,1307,27.97805643,1.998432602,0,17.0846395,0.313479624,51.21473354
1400000US06059001902,6059001902,"Census Tract 19.02, Orange County, California",3213,257,827,142,0,507,39,0,51,1647,25.73918456,4.419545596,0,15.77964519,1.213818861,51.2605042
1400000US06059001903,6059001903,"Census Tract 19.03, Orange County, California",3713,301,639,46,0,620,0,13,18,2377,17.20980339,1.238890385,0,16.6980878,0,64.01831403
1400000US06059011000,6059011000,"Census Tract 110, Orange County, California",6077,498,2541,134,0,1074,0,0,197,2131,41.81339477,2.205035379,0,17.67319401,0,35.06664473
1400000US06059011101,6059011101,"Census Tract 111.01, Orange County, California",4191,254,1191,53,64,417,36,0,60,2370,28.41803865,1.26461465,1.527081842,9.949892627,0.858983536,56.54974946
1400000US06059011102,6059011102,"Census Tract 111.02, Orange County, California",4134,390,1409,170,22,550,88,0,152,1743,34.08321239,4.112239961,0.53217223,13.30430576,2.128688921,42.16255443
1400000US06059011200,6059011200,"Census Tract 112, Orange County, California",4374,471,1941,81,0,581,0,0,235,1536,44.37585734,1.851851852,0,13.28303612,0,35.11659808
1400000US06059011300,6059011300,"Census Tract 113, Orange County, California",5153,567,2767,300,75,557,0,0,449,1005,53.69687561,5.821851349,1.455462837,10.80923734,0,19.50320202
1400000US06059011401,6059011401,"Census Tract 114.01, Orange County, California",2219,211,1288,68,0,175,0,0,78,610,58.04416404,3.064443443,0,7.886435331,0,27.4898603
1400000US06059011402,6059011402,"Census Tract 114.02, Orange County, California",2608,270,1534,64,0,343,0,0,77,590,58.8190184,2.45398773,0,13.15184049,0,22.62269939
1400000US06059011403,6059011403,"Census Tract 114.03, Orange County, California",6654,624,1912,119,17,557,0,0,309,3740,28.73459573,1.788397956,0.255485422,8.370904719,0,56.20679291
1400000US06059011502,6059011502,"Census Tract 115.02, Orange County, California",4485,307,1401,139,0,743,0,24,105,2073,31.23745819,3.099219621,0,16.56633222,0,46.22073579
1400000US06059011503,6059011503,"Census Tract 115.03, Orange County, California",1839,188,1002,10,0,437,0,0,63,327,54.48613377,0.54377379,0,23.76291463,0,17.78140294
1400000US06059011504,6059011504,"Census Tract 115.04, Orange County, California",5916,678,2094,250,19,1258,0,0,189,2106,35.39553753,4.225828262,0.321162948,21.26436782,0,35.59837728
1400000US06059011601,6059011601,"Census Tract 116.01, Orange County, California",8430,911,986,449,27,499,21,0,65,6383,11.69632266,5.326215896,0.320284698,5.919335706,0.24911032,75.71767497
1400000US06059011602,6059011602,"Census Tract 116.02, Orange County, California",5314,730,679,94,0,247,0,7,47,4240,12.77756869,1.768912307,0,4.64809936,0,79.78923598
1400000US06059011707,6059011707,"Census Tract 117.07, Orange County, California",5911,506,3254,72,0,1362,0,18,320,885,55.04990695,1.218068009,0,23.0417865,0,14.97208594
1400000US06059011708,6059011708,"Census Tract 117.08, Orange County, California",4566,449,2189,119,0,830,0,0,133,1295,47.9413053,2.606219886,0,18.17783618,0,28.36180464
